round,points_per_game,points_pg_ly,targets_pg_ly,wopr_pg_ly,pick,air_yards_pg_ly,total_games_ly,pass_attempt_difference,total_positional_investment,target_dropoff,epa_pg_ly,years_pro,targets_added_this_year,is_on_new_team,points_per_snap_ly,targets_per_snap_ly,wopr_per_snap_ly,total_snaps_ly,total_passing_tds_ly,total_passing_yds_ly,total_passing_fp_ly,is_returning_coach,hc_years_with_team,catch_rate_ly,position,fp_dropoff,starter_epa_passing_ly,starter_epa_persnap_passing_ly,combine_cluster,qbr_ly_bin,points_2y,total_games_2y,points_3y,total_games_3y,targets_pg_2y,targets_pg_3y,wopr_pg_2y,wopr_pg_3y,player_id,season,pfr_player_name
NA,6.540000000000001,3.3,1.9,0.17197486248769805,300,20.5,10.625,0,0.05,167.078125,-0.06222781803946074,1,114.01953125,no,0.13692946058091288,0.07883817427385892,0.007135886410277927,149.8125,39.3125,5019.25,358.02000000000004,1,13,0.41379310344827586,TE,439.1671093749998,85.2125,0.14270462633451958,no_combine_cluster,8,0,0,0,0,0,0,0,0,00-0034011,2019,NA
NA,2.6,0,0,0,300,0,0,0,0.52,135.46875,0,0,118.53515625,no,0,0,0,0,17,3458.4375,206.33749999999998,1,2,0,WR,249.33023437500012,0,0,no_combine_cluster,other,0,0,0,0,0,0,0,0,00-0034034,2019,NA
NA,2.6571428571428575,0.3666666666666667,0.2222222222222222,0.02088252025915687,300,4.777777777777778,9.5625,-43,0.05,225.78125,0.023402001792823687,1,64.34765625,yes,0.02820512820512821,0.017094017094017096,0.0016063477122428363,18.0625,29.75,4325.4375,292.01750000000004,1,9,0.08333333333333333,WR,439.73156249999994,0,0,no_combine_cluster,no_history,0,0,0,0,0,0,0,0,00-0034052,2019,NA
NA,2.25625,0.48571428571428577,0.2857142857142857,0.024331019335681176,300,1.8571428571428572,7.4375,0,0.1,222.39453125,0.083126333517222,1,27.09375,no,0.024460431654676262,0.014388489208633094,0.001225303132012721,41.4375,27.625,4512.4375,290.9975,1,3,0.16666666666666666,TE,438.715546875,0,0,no_combine_cluster,no_history,0,0,0,0,0,0,0,0,00-0034073,2019,NA
NA,1.9000000000000001,0,0,0,300,0,0,0,0,293.515625,0,0,85.796875,no,0,0,0,0,28.6875,4675,301.75,1,6,0,WR,598.4557812500001,33.7875,0.0452991452991453,no_combine_cluster,5,0,0,0,0,0,0,0,0,00-0034081,2019,NA
NA,0.6714285714285715,0,0,0,300,0,0,0,0.44,191.9140625,0,0,0,no,0,0,0,0,17,3492.4375,207.6975,1,6,0,WR,255.94562500000004,0,0,no_combine_cluster,other,0,0,0,0,0,0,0,0,00-0034104,2019,NA
NA,2.2333333333333334,0,0,0,300,0,0,0,0.07,342.05859375,0,0,23.70703125,no,0,0,0,0,38.25,5258.3125,363.33250000000004,1,5,0,WR,721.7323437499999,63.962500000000006,0.08337950138504155,no_combine_cluster,6,0,0,0,0,0,0,0,0,00-0034132,2019,NA
NA,0.9400000000000001,0,0,0,300,0,0,0,0.11,238.19921875,0,0,189.65625,no,0,0,0,0,24.4375,4680.3125,284.9625,1,2,0,WR,461.7903906250001,0,0,no_combine_cluster,other,0,0,0,0,0,0,0,0,00-0034256,2019,NA
NA,2.5,0,0,0,300,0,0,0,0.48,360.12109375,0,0,12.41796875,no,0,0,0,0,56.3125,6055.1875,467.45750000000004,1,7,0,WR,776.1456250000002,107.3125,0.13988919667590027,3,8,0,0,0,0,0,0,0,0,00-0034297,2019,NA
NA,3,2.6333333333333333,1.3333333333333333,0.10549197869520495,300,9,3.1875,0,0.09,318.3515625,1.2823381012228008,1,0,no,0.05410958904109589,0.0273972602739726,0.002167643397846677,48.875,31.875,4566.625,310.16499999999996,1,6,0.2857142857142857,WR,613.6960156250001,60.881249999999994,0.07980501392757659,no_combine_cluster,4,0,0,0,0,0,0,0,0,00-0034309,2019,NA
NA,1.1428571428571428,0,0,0,300,0,0,0,0,360.12109375,0,0,12.41796875,no,0,0,0,0,56.3125,6055.1875,467.45750000000004,1,7,0,TE,776.1456250000002,107.3125,0.13988919667590027,no_combine_cluster,8,0,0,0,0,0,0,0,0,00-0034319,2019,NA
NA,0.8571428571428573,5.111111111111111,3.111111111111111,0.2419138931595841,300,35,9.5625,0,0.81,174.98046875,0.6654057549470204,1,176.109375,no,0.1038374717832957,0.06320541760722348,0.004914729206402385,364.4375,15.9375,3064.25,186.32000000000002,0,1,0.5,WR,179.04453124999998,0,0,no_combine_cluster,no_history,0,0,0,0,0,0,0,0,00-0034487,2019,NA
NA,1.1181818181818182,7.623076923076923,3.3846153846153846,0.3374388093925364,300,69.6923076923077,13.8125,0,0,142.2421875,2.798360486832632,1,247.23046875,no,0.18018181818181817,0.08,0.007975826403823588,478.125,14.875,3274.625,190.485,1,3,0.5,WR,194.75890624999982,-1.9125,-0.0039045553145336228,no_combine_cluster,2,0,0,0,0,0,0,0,0,00-0034510,2019,NA
NA,6.853333333333334,1.7000000000000002,1,0.054595426561125766,300,7,1.0625,0,0,336.4140625,0.3258859268389642,1,0,no,0.016831683168316833,0.009900990099009901,5.405487778329283e-4,1.0625,26.5625,4918.3125,302.98249999999996,0,1,0.09090909090909091,WR,581.409296875,26.668750000000003,0.03405698778833107,5,4,0,0,0,0,0,0,0,0,00-0034521,2019,NA
NA,1.2857142857142858,0,1,0.07503201024327785,300,9,1.0625,0,0.09,168.20703125,-0.49524105165619403,1,173.8515625,no,0,0.007407407407407408,5.557926684687249e-4,37.1875,23.375,4084.25,256.87,1,2,0,WR,274.798359375,27.4125,0.03987635239567233,no_combine_cluster,2,0,0,0,0,0,0,0,0,00-0034593,2019,NA
NA,0.5111111111111112,0,0,0,300,0,0,0,0,362.37890625,0,0,28.22265625,no,0,0,0,0,38.25,5692.875,380.715,0,1,0,TE,782.5803906249998,40.162499999999994,0.0779381443298969,no_combine_cluster,6,0,0,0,0,0,0,0,0,00-0034613,2019,NA
NA,3.900000000000001,3.35,1.6666666666666667,0.13486917894155656,300,32.166666666666664,6.375,18,0,199.81640625,0.5652455606759759,1,289,yes,0.07204301075268818,0.035842293906810034,0.0029004124503560547,190.1875,19.125,3616.75,221.17,0,1,0.25,WR,241.72140625000011,24.96875,0.04607843137254902,no_combine_cluster,2,0,0,0,0,0,0,0,0,00-0034631,2019,NA
NA,6.800000000000001,4.860000000000001,3,0.2314776831644151,300,32.4,5.3125,75,0.48,389.47265625,1.2058535798685626,1,100.47265625,yes,0.10657894736842106,0.06578947368421052,0.00507626498167577,136,34,5302.9375,348.1175,1,4,0.4,WR,724.3288281249999,42.287499999999994,0.08155737704918033,no_combine_cluster,5,0,0,0,0,0,0,0,0,00-0034653,2019,NA
NA,3.6500000000000004,0,0,0,300,0,0,0,0.14,174.98046875,0,0,153.53125,no,0,0,0,0,20.1875,4310.5625,253.1725,1,4,0,WR,351.5639843749999,0,0,no_combine_cluster,other,0,0,0,0,0,0,0,0,00-0034660,2019,NA
NA,1.1,0,0,0,300,0,0,0,0.07,362.37890625,0,0,28.22265625,no,0,0,0,0,38.25,5692.875,380.715,0,1,0,WR,782.5803906249998,40.162499999999994,0.0779381443298969,no_combine_cluster,6,0,0,0,0,0,0,0,0,00-0034705,2019,NA
NA,4,0,0,0,300,0,0,0,0,362.37890625,0,0,28.22265625,no,0,0,0,0,38.25,5692.875,380.715,0,1,0,TE,782.5803906249998,40.162499999999994,0.0779381443298969,no_combine_cluster,6,0,0,0,0,0,0,0,0,00-0034735,2019,NA
NA,1.9933333333333334,0,0,0,300,0,0,0,0,342.05859375,0,0,23.70703125,no,0,0,0,0,38.25,5258.3125,363.33250000000004,1,5,0,TE,721.7323437499999,63.962500000000006,0.08337950138504155,no_combine_cluster,6,0,0,0,0,0,0,0,0,00-0034788,2019,NA
NA,1.1600000000000001,0.30833333333333335,0.25,0.01370383324285744,300,2,12.75,6,0,263.03515625,-0.16708594223988862,1,312.70703125,yes,0.02,0.016216216216216217,8.888972914285906e-4,90.3125,30.8125,4527.3125,304.3425,0,1,0.15384615384615385,WR,472.266640625,36.974999999999994,0.06,no_combine_cluster,2,0,0,0,0,0,0,0,0,00-0034854,2019,NA
NA,3.033333333333333,0.6666666666666666,0.5,0.03550237684650407,300,1.8333333333333333,6.375,0,0.69,115.1484375,0.15312539289395014,1,27.09375,no,0.028169014084507043,0.02112676056338028,0.0015001004301339748,44.625,38.25,3911.0625,309.4425,1,10,0.15384615384615385,WR,410.04132812500006,34,0.05604203152364273,no_combine_cluster,5,0,0,0,0,0,0,0,0,00-0034867,2019,NA
NA,2.6999999999999997,0,0,0,300,0,0,0,0.07,362.37890625,0,0,28.22265625,no,0,0,0,0,38.25,5692.875,380.715,0,1,0,WR,782.5803906249998,40.162499999999994,0.0779381443298969,no_combine_cluster,6,0,0,0,0,0,0,0,0,00-0034922,2019,NA
NA,6.84375,0,0,0,300,0,0,0,0.44,191.9140625,0,0,0,no,0,0,0,0,17,3492.4375,207.6975,1,6,0,WR,255.94562500000004,0,0,no_combine_cluster,other,0,0,0,0,0,0,0,0,00-0034928,2019,NA
NA,1.5337500000000002,0,0,0,300,0,0,0,0.77,217.87890625,0,0,0,no,0,0,0,0,20.1875,4175.625,247.77499999999998,0,1,0,TE,328.8955468750001,0,0,no_combine_cluster,other,0,0,0,0,0,0,0,0,00-0034959,2019,NA
NA,4.126666666666667,0,0,0,300,0,0,0,0.66,167.078125,0,0,299.16015625,no,0,0,0,0,32.9375,5692.875,359.465,1,20,0,WR,367.05257812499974,67.575,0.09891135303265941,6,7,0,0,0,0,0,0,0,0,00-0034960,2019,NA
NA,0.33636363636363636,0,0,0,300,0,0,0,0.46,333.02734375,0,0,141.11328125,no,0,0,0,0,44.625,5333.75,391.85,1,2,0,WR,674.3182812499999,28.9,0.044371941272430666,3,1,0,0,0,0,0,0,0,0,00-0035021,2019,NA
NA,2.209090909090909,0,0,0,300,0,0,0,0,191.9140625,0,0,0,no,0,0,0,0,17,3492.4375,207.6975,1,6,0,TE,255.94562500000004,0,0,no_combine_cluster,other,0,0,0,0,0,0,0,0,00-0035025,2019,NA
NA,1.788888888888889,0,0,0,300,0,0,0,0,263.03515625,0,0,312.70703125,no,0,0,0,0,30.8125,4527.3125,304.3425,0,1,0,TE,472.266640625,36.974999999999994,0.06,no_combine_cluster,2,0,0,0,0,0,0,0,0,00-0035039,2019,NA
NA,1.32,0,0,0,300,0,0,0,0.09,318.3515625,0,0,0,no,0,0,0,0,31.875,4566.625,310.16499999999996,1,6,0,WR,613.6960156250001,60.881249999999994,0.07980501392757659,no_combine_cluster,4,0,0,0,0,0,0,0,0,00-0035104,2019,NA
NA,3.0375,0,0,0,300,0,0,0,0.14,174.98046875,0,0,153.53125,no,0,0,0,0,20.1875,4310.5625,253.1725,1,4,0,WR,351.5639843749999,0,0,no_combine_cluster,other,0,0,0,0,0,0,0,0,00-0035120,2019,NA
NA,0.22000000000000003,0,0,0,300,0,0,0,0,336.4140625,0,0,0,no,0,0,0,0,26.5625,4918.3125,302.98249999999996,0,1,0,WR,581.409296875,26.668750000000003,0.03405698778833107,no_combine_cluster,4,0,0,0,0,0,0,0,0,00-0035181,2019,NA
NA,2.65,0,0,0,300,0,0,0,0.07,342.05859375,0,0,23.70703125,no,0,0,0,0,38.25,5258.3125,363.33250000000004,1,5,0,WR,721.7323437499999,63.962500000000006,0.08337950138504155,no_combine_cluster,6,0,0,0,0,0,0,0,0,00-0035208,2019,NA
NA,1.5909090909090908,0,0,0,300,0,0,0,0,167.078125,0,0,114.01953125,no,0,0,0,0,39.3125,5019.25,358.02000000000004,1,13,0,WR,439.1671093749998,85.2125,0.14270462633451958,no_combine_cluster,8,0,0,0,0,0,0,0,0,00-0035215,2019,NA
NA,11.350000000000001,0,0,0,300,0,0,0,0,137.7265625,0,0,39.51171875,no,0,0,0,0,27.625,3515.8125,251.13250000000002,0,1,0,WR,294.6896875000001,15.3,0.02993762993762994,no_combine_cluster,1,0,0,0,0,0,0,0,0,00-0035350,2019,NA
NA,3.5,0,0,0,300,0,0,0,0,202.07421875,0,0,102.73046875,no,0,0,0,0,15.9375,3645.4375,209.5675,1,4,0,WR,229.52921874999998,0,0,no_combine_cluster,other,0,0,0,0,0,0,0,0,00-0035374,2019,NA
NA,0.4800000000000001,0,0,0,300,0,0,0,0,233.68359375,0,0,0,no,0,0,0,0,28.6875,3792.0625,266.4325,0,1,0,WR,399.20382812499986,37.6125,0.08175519630484988,6,4,0,0,0,0,0,0,0,0,00-0035399,2019,NA
NA,1.9111111111111114,0,0,0,300,0,0,0,0,233.68359375,0,0,0,no,0,0,0,0,28.6875,3792.0625,266.4325,0,1,0,WR,399.20382812499986,37.6125,0.08175519630484988,no_combine_cluster,4,0,0,0,0,0,0,0,0,00-0035401,2019,NA
NA,0,0,0,0,300,0,0,0,0,167.078125,0,0,114.01953125,no,0,0,0,0,39.3125,5019.25,358.02000000000004,1,13,0,WR,439.1671093749998,85.2125,0.14270462633451958,5,8,0,0,0,0,0,0,0,0,00-0035406,2019,NA
NA,0,0,0,0,300,0,0,0,0,174.98046875,0,0,72.25,no,0,0,0,0,37.1875,5107.4375,353.04749999999996,1,3,0,WR,438.37687499999987,69.9125,0.11058823529411764,no_combine_cluster,7,0,0,0,0,0,0,0,0,00-0035414,2019,NA
NA,0.7875,0,0,0,300,0,0,0,0,174.98046875,0,0,72.25,no,0,0,0,0,37.1875,5107.4375,353.04749999999996,1,3,0,WR,438.37687499999987,69.9125,0.11058823529411764,no_combine_cluster,7,0,0,0,0,0,0,0,0,00-0035432,2019,NA
NA,2.2,0,0,0,300,0,0,0,0,199.81640625,0,0,289,no,0,0,0,0,19.125,3616.75,221.17,0,1,0,WR,241.72140625000011,24.96875,0.04607843137254902,no_combine_cluster,2,0,0,0,0,0,0,0,0,00-0035510,2019,NA
NA,1.0625,0,0,0,300,0,0,0,0,229.16796875,0,0,68.86328125,no,0,0,0,0,25.5,4650.5625,288.02250000000004,1,10,0,WR,436.2319531249999,37.29375,0.05064935064935065,no_combine_cluster,3,0,0,0,0,0,0,0,0,00-0035548,2019,NA
NA,0.375,0,0,0,300,0,0,0,0.41,202.07421875,0,0,102.73046875,no,0,0,0,0,15.9375,3645.4375,209.5675,1,4,0,TE,229.52921874999998,0,0,no_combine_cluster,other,0,0,0,0,0,0,0,0,00-0035553,2019,NA
NA,3.783333333333333,0,0,0,300,0,0,0,0,182.8828125,0,0,10.16015625,no,0,0,0,0,30.8125,4303.125,295.375,1,2,0,TE,346.05492187499993,45.79375,0.07628318584070796,no_combine_cluster,7,0,0,0,0,0,0,0,0,00-0035562,2019,NA
NA,1.08,0,0,0,300,0,0,0,0.66,167.078125,0,0,299.16015625,no,0,0,0,0,32.9375,5692.875,359.465,1,20,0,WR,367.05257812499974,67.575,0.09891135303265941,no_combine_cluster,7,0,0,0,0,0,0,0,0,00-0035645,2019,NA
NA,7.6,9.370666666666667,6.466666666666667,0.3866537573298256,300,57,15.9375,0,0.12,142.2421875,0.9704411971374313,11,0,no,0.18943396226415093,0.1307277628032345,0.007816450619875182,682.125,29.75,4448.6875,296.9475,1,3,0.5794392523364486,WR,320.7900000000001,47.28125,0.12606232294617564,1,7,8.494666666666667,15.9375,9.26,15,5.266666666666667,5.733333333333333,0.4085470169462692,0.4085470169462692,00-0026035,2020,NA
NA,5.16,2.1,2.142857142857143,0.126379938757859,300,17.428571428571427,7.4375,-112,0.46,91.44140625,-0.20460542111374838,7,98.21484375,yes,0.0578740157480315,0.05905511811023622,0.003482911698051232,163.625,20.1875,3658.1875,227.0775,1,2,0.32,WR,184.12460937499992,18.487499999999997,0.03314285714285714,no_combine_cluster,1,6.6375,17,12.177777777777777,9,3.4375,6.555555555555555,0.247401114564209,0.247401114564209,00-0028237,2020,NA
NA,4.63,4.300000000000001,3,0.2425221345099707,300,40.857142857142854,7.4375,-34,0.16,41.76953125,0.4739935319355157,6,75.63671875,yes,0.10343642611683851,0.07216494845360824,0.005833865778590361,202.9375,19.125,3405.3125,212.71249999999998,0,1,0.3870967741935484,WR,94.53460937500012,0,0,no_combine_cluster,other,8.488888888888889,9.5625,5.441666666666667,12,4.333333333333333,3.6666666666666665,0.29313934333629177,0.29313934333629177,00-0028411,2020,NA
NA,13.833333333333334,12.32,7.066666666666666,0.49786297495749565,300,56.266666666666666,15.9375,0,0.26,73.37890625,0.923796654655812,8,129.82421875,no,0.22291917973462003,0.1278648974668275,0.009008377110208004,774.5625,23.375,3990.75,253.13,1,4,0.5775862068965517,WR,155.24718750000014,22.418750000000003,0.03302034428794992,no_combine_cluster,2,9.387500000000001,17,6.093333333333335,15,5.4375,4.2,0.38144221845194554,0.38144221845194554,00-0029000,2020,NA
NA,0.4000000000000001,2.1666666666666665,1.2666666666666666,0,300,11,15.9375,0,0,81.28125,0,6,171.59375,no,0.11732851985559567,0.06859205776173286,0,188.0625,23.375,4366.875,268.175,1,5,0.4482758620689655,TE,268.34101562500024,57.587500000000006,0.09063545150501673,no_combine_cluster,6,1.2312500000000002,17,1.0785714285714287,14,0.75,0.7857142857142857,0.06247553956913203,0.06247553956913203,00-0029119,2020,NA
NA,4.7625,7.340000000000001,3.2,0.1865171718555668,300,17.2,15.9375,0,0,132.08203125,1.4754805594696474,6,178.3671875,no,0.1310714285714286,0.05714285714285714,0.003330663783135121,786.25,31.875,5012.875,328.01500000000004,1,7,0.5862068965517241,TE,333.8627343750001,55.25,0.07854984894259819,no_combine_cluster,7,2.54375,17,3.29375,16,0.75,1.625,0.039710393288908595,0.039710393288908595,00-0029738,2020,NA
NA,16.933333333333334,11.440000000000001,4.8,0.5253839773262986,300,58.6,10.625,0,0.85,-7.90234375,1.9658675223805016,6,39.51171875,no,0.21343283582089553,0.08955223880597014,0.009801939875490646,463.25,29.75,4401.9375,295.07750000000004,1,7,0.5172413793103449,WR,165.72343750000016,47.3875,0.0830540037243948,no_combine_cluster,4,19.20625,17,14.981250000000001,16,9.5625,8.875,0.6218497478634402,0.6218497478634402,00-0030035,2020,NA
NA,0.7666666666666667,3.3266666666666667,1.8,0.11229094144968409,300,11.333333333333334,15.9375,41,0.57,91.44140625,0.599824949943771,6,161.43359375,yes,0.07676923076923077,0.04153846153846154,0.002591329418069633,584.375,21.25,3796.3125,236.8525,1,3,0.40540540540540543,TE,130.3886718750001,18.80625,0.02748447204968944,no_combine_cluster,1,3.0933333333333337,15.9375,2.9000000000000004,16,1.6666666666666667,2.1875,0.08947358697643605,0.08947358697643605,00-0030155,2020,NA
NA,4.578571428571428,6.9875,4.5,0.29859571903543575,300,30.6875,17,0,0,83.5390625,0.21618977526629424,7,27.09375,no,0.1244988864142539,0.0801781737193764,0.005320190985041172,847.875,23.375,3521.125,234.345,1,3,0.524390243902439,TE,170.80351562500016,42.181250000000006,0.057452966714905934,no_combine_cluster,2,10.083333333333334,6.375,11.266666666666667,15,5.5,7.2,0.3205461012741047,0.3205461012741047,00-0030181,2020,NA
NA,1.3285714285714287,4.1,2.1875,0.1352216937130889,300,10.8125,17,0,0.26,64.34765625,0.5248242565776309,7,169.3359375,no,0.08758344459279038,0.04672897196261682,0.0028885809070886815,689.5625,39.3125,4982.0625,356.5325,1,14,0.5555555555555556,TE,306.498046875,56.41875,0.12673031026252984,no_combine_cluster,8,2.53125,17,1.8562500000000002,16,1.5,1.375,0.07760803816908876,0.07760803816908876,00-0030216,2020,NA
NA,7.246153846153846,5.9437500000000005,2.875,0.24818526553927353,300,25.5625,17,0,0.38,48.54296875,0.9135490121104071,5,12.41796875,no,0.12207958921694481,0.059050064184852376,0.005097515081679559,721.4375,40.375,3947.1875,319.38750000000005,1,13,0.5535714285714286,WR,232.66757812500018,58.4375,0.08972267536704731,4,8,8.400000000000002,17,1.563636363636364,11,5.9375,1.4545454545454546,0.38613430791917985,0.38613430791917985,00-0030663,2020,NA
NA,0.62,5.7875000000000005,4.5,0.28510715974677975,300,46.25,8.5,-26,0,64.34765625,0.4562536241263671,5,169.3359375,yes,0.1066820276497696,0.08294930875576037,0.005255431516069673,354.875,39.3125,4982.0625,356.5325,1,14,0.5,WR,306.498046875,56.41875,0.12673031026252984,no_combine_cluster,8,4.19,10.625,5.125,16,2.7,3.5,0.17237279254328236,0.17237279254328236,00-0030670,2020,NA
NA,6.407692307692306,2.8000000000000003,3,0.18460715553470186,300,15,8.5,-67,0,83.5390625,-1.0785148022376394,6,27.09375,yes,0.05848563968668408,0.06266318537859007,0.003856024136495078,300.6875,23.375,3521.125,234.345,1,3,0.4117647058823529,TE,170.80351562500016,42.181250000000006,0.057452966714905934,5,2,9.19375,17,5.320000000000001,15,4.75,2.066666666666667,0.3275210897715733,0.3275210897715733,00-0030710,2020,NA
NA,1.0142857142857142,3.7562499999999996,2.1875,0.1961406256727465,300,20.625,17,193,0,142.2421875,0.9158529940735816,5,185.140625,yes,0.09217791411042944,0.05368098159509203,0.004813266887674761,586.5,18.0625,4392.375,247.94500000000002,0,1,0.4666666666666667,WR,167.75546875000003,25.5,0.041666666666666664,no_combine_cluster,4,7.126666666666667,15.9375,6.033333333333333,15,4.266666666666667,4.333333333333333,0.31781975519443023,0.31781975519443023,00-0031166,2020,NA
NA,11.038749999999999,2.4562500000000003,1.75,0.11275839897519942,300,13.375,17,-92,0,41.76953125,-0.07264054716870305,6,75.63671875,yes,0.0901376146788991,0.06422018348623854,0.004137922898172455,357,19.125,3405.3125,212.71249999999998,0,1,0.42105263157894735,TE,94.53460937500012,0,0,no_combine_cluster,other,1.6916666666666667,12.75,1.6416666666666666,12,1.4166666666666667,0.75,0.08455849892003342,0.08455849892003342,00-0031260,2020,NA
NA,4.262499999999999,5.6937500000000005,3.4375,0.1676142669185216,300,24.0625,17,0,0,194.171875,0.24702082394843683,6,9.03125,no,0.17156308851224106,0.10357815442561205,0.005050524050275604,457.9375,35.0625,5447.4375,358.14750000000004,1,2,0.5538461538461539,TE,469.7378906250003,42.5,0.05788712011577424,no_combine_cluster,3,5.80625,17,8.94375,16,3.0625,4.8125,0.1699628833941627,0.1699628833941627,00-0031273,2020,NA
NA,1.2272727272727273,0.55,0.5714285714285714,0,300,3.5,14.875,0,1.41,4.515625,0,1,24.8359375,no,0.045294117647058825,0.047058823529411764,0,74.375,17,3613.5625,212.5425,1,2,0.3333333333333333,WR,4.696250000000198,0,0,no_combine_cluster,no_history,0,0,0,0,0,0,0,0,00-0031319,2020,NA
NA,0.7,0.14,0.06666666666666667,0.0027475685234305924,300,0.13333333333333333,15.9375,0,0,142.2421875,0.052555015737501286,4,185.140625,no,0.004761904761904762,0.0022675736961451248,9.345471168131268e-5,362.3125,18.0625,4392.375,247.94500000000002,0,1,0.09090909090909091,TE,167.75546875000003,25.5,0.041666666666666664,no_combine_cluster,4,0.825,17,0.23125,16,0.3125,0.25,0.024446484672878806,0.024446484672878806,00-0031484,2020,NA
NA,0,0.1375,0.125,0.004464285714285714,300,0,8.5,-180,0,48.54296875,-0.06251382234040648,3,12.41796875,yes,0.005,0.004545454545454545,1.6233766233766234e-4,127.5,40.375,3947.1875,319.38750000000005,1,13,0.09090909090909091,TE,232.66757812500018,58.4375,0.08972267536704731,7,8,1.0133333333333332,15.9375,1.8642857142857143,14,0.9333333333333333,0.7857142857142857,0.05351525404234866,0.05351525404234866,00-0031690,2020,NA
NA,0.3,2.72,1.4,0.10891307103879308,300,15.1,10.625,0,0.11,132.08203125,0.7207822197175119,2,178.3671875,no,0.08831168831168833,0.045454545454545456,0.0035361386700906846,221,31.875,5012.875,328.01500000000004,1,7,0.4583333333333333,WR,333.8627343750001,55.25,0.07854984894259819,no_combine_cluster,7,4.027272727272727,11.6875,0,0,2.272727272727273,0,0.12382389611292344,0.12382389611292344,00-0031763,2020,NA
NA,1.8399999999999999,2.85,1.5,0.12257647862854273,300,22.642857142857142,14.875,-60,0.26,73.37890625,0.8877617675660602,2,129.82421875,yes,0.09322429906542055,0.04906542056074766,0.004009510983176631,348.5,23.375,3990.75,253.13,1,4,0.3870967741935484,WR,155.24718750000014,22.418750000000003,0.03302034428794992,no_combine_cluster,2,4.860000000000001,5.3125,0,0,2.2,0,0.11880947921686502,0.11880947921686502,00-0031787,2020,NA
NA,7.1812499999999995,6.536363636363637,4.181818181818182,0.3074401109085423,300,41.63636363636363,11.6875,66,0,118.53515625,1.2956419071891683,4,68.86328125,yes,0.12954954954954956,0.08288288288288288,0.00609340760359273,483.4375,26.5625,4634.625,291.635,1,21,0.5714285714285714,WR,208.37351562499992,44.306250000000006,0.06629570747217807,no_combine_cluster,3,0.2571428571428572,7.4375,4.9625,8,0.2857142857142857,2.125,0.02561029811029811,0.02561029811029811,00-0031868,2020,NA
NA,8.257142857142856,7.208333333333333,3.9166666666666665,0.30020764425160246,300,29.25,12.75,0,0,46.28515625,1.480243233930164,5,19.19140625,no,0.18210526315789474,0.09894736842105263,0.00758419311793522,398.4375,37.1875,4632.5,334.04999999999995,1,3,0.6491228070175439,WR,277.7109375000002,19.231250000000003,0.048395721925133695,no_combine_cluster,6,11.79375,17,8.04375,16,6.5625,5.1875,0.3266011529087105,0.3266011529087105,00-0032009,2020,NA
NA,0.85,1.2625000000000002,0.6875,0.05024241987995031,300,6.9375,17,0,0,91.44140625,-0.02285196835786857,5,98.21484375,no,0.05088161209068011,0.027707808564231738,0.0020248834208544206,315.5625,20.1875,3658.1875,227.0775,1,2,0.3333333333333333,TE,184.12460937499992,18.487499999999997,0.03314285714285714,no_combine_cluster,1,2.8777777777777778,9.5625,5.733333333333333,6,2.2222222222222223,3.3333333333333335,0.15626331540288693,0.15626331540288693,00-0032098,2020,NA
NA,1.8266666666666669,3.6875,1.5,0.16709015696011548,300,27.375,8.5,0,0,46.28515625,0.11901526723522693,4,19.19140625,no,0.15051020408163265,0.061224489795918366,0.006820006406535325,102,37.1875,4632.5,334.04999999999995,1,3,0.4090909090909091,WR,277.7109375000002,19.231250000000003,0.048395721925133695,no_combine_cluster,6,0.525,4.25,0,2,0.25,1,0.014603174603174604,0.014603174603174604,00-0032464,2020,NA
NA,1.7571428571428573,6.264999999999999,4.875,0.2969437124481592,300,42.8125,17,0,0.65,202.07421875,-0.6195151124415226,4,5.64453125,no,0.14019580419580416,0.10909090909090909,0.006644894264574192,653.4375,19.125,4243.625,246.245,1,2,0.48863636363636365,WR,242.0826562500001,0,0,no_combine_cluster,no_history,2.5933333333333337,15.9375,2.6857142857142855,14,1.9333333333333333,1.1428571428571428,0,0,00-0032543,2020,NA
NA,14.00625,10.143749999999999,6,0.5323768466931482,300,90.25,17,112,0,142.2421875,0.2599705574056844,4,185.140625,yes,0.15803310613437194,0.0934761441090555,0.008294089140302212,984.9375,18.0625,4392.375,247.94500000000002,0,1,0.49056603773584906,WR,167.75546875000003,25.5,0.041666666666666664,no_combine_cluster,4,11.171428571428573,14.875,12.5,16,6.714285714285714,7.125,0.5626329093306721,0.5626329093306721,00-0032688,2020,NA
NA,1.24,4.346666666666667,3.466666666666667,0.2089510865987528,300,30.666666666666668,15.9375,0,0,66.60546875,-0.6734713669739231,4,0,no,0.12164179104477613,0.09701492537313433,0.005847511751830768,463.25,25.5,4938.5,299.53999999999996,1,4,0.4032258064516129,TE,141.5648437500002,0,0,8,other,2.023076923076923,13.8125,0,0,1.2307692307692308,0,0.06386291378326309,0.06386291378326309,00-0032725,2020,NA
NA,0.58,2.3333333333333335,0.5,0,300,9.833333333333334,6.375,0,0,64.34765625,0,4,169.3359375,no,0.08235294117647059,0.01764705882352941,0,74.375,39.3125,4982.0625,356.5325,1,14,0.23076923076923078,WR,306.498046875,56.41875,0.12673031026252984,no_combine_cluster,8,2.0714285714285716,14.875,1.4272727272727275,11,1.0714285714285714,1,0,0,00-0032881,2020,NA
